id,name,height_cm,weight_kg,type_list,abilities,evolutions,page_url
0015,Beedrill,1.0 m (3′03″),29.5 kg (65.0 lbs),"Bug, Poison, Bug, Poison","[{'name': 'Swarm', 'url': 'https://pokemondb.net/ability/swarm'}, {'name': 'Sniper', 'url': 'https://pokemondb.net/ability/sniper'}, {'name': 'Adaptability', 'url': 'https://pokemondb.net/ability/adaptability'}]","[{'id': '', 'name': 'Weedle', 'url': 'https://pokemondb.net/pokedex/weedle'}, {'id': '', 'name': 'Kakuna', 'url': 'https://pokemondb.net/pokedex/kakuna'}, {'id': '', 'name': 'Beedrill', 'url': 'https://pokemondb.net/pokedex/beedrill'}]",https://pokemondb.net//pokedex/beedrill
0251,Celebi,0.6 m (2′00″),5.0 kg (11.0 lbs),"Psychic, Grass, Ilex Forest","[{'name': 'Natural Cure', 'url': 'https://pokemondb.net/ability/natural-cure'}]",,https://pokemondb.net//pokedex/celebi
0013,Weedle,0.3 m (1′00″),3.2 kg (7.1 lbs),"Bug, Poison, Route 25, Viridian Forest","[{'name': 'Shield Dust', 'url': 'https://pokemondb.net/ability/shield-dust'}, {'name': 'Run Away', 'url': 'https://pokemondb.net/ability/run-away'}]","[{'id': '', 'name': 'Weedle', 'url': 'https://pokemondb.net/pokedex/weedle'}, {'id': '', 'name': 'Kakuna', 'url': 'https://pokemondb.net/pokedex/kakuna'}, {'id': '', 'name': 'Beedrill', 'url': 'https://pokemondb.net/pokedex/beedrill'}]",https://pokemondb.net//pokedex/weedle
0010,Caterpie,0.3 m (1′00″),2.9 kg (6.4 lbs),"Bug, Route 2, 24, 25, Viridian Forest","[{'name': 'Shield Dust', 'url': 'https://pokemondb.net/ability/shield-dust'}, {'name': 'Run Away', 'url': 'https://pokemondb.net/ability/run-away'}]","[{'id': '', 'name': 'Caterpie', 'url': 'https://pokemondb.net/pokedex/caterpie'}, {'id': '', 'name': 'Metapod', 'url': 'https://pokemondb.net/pokedex/metapod'}, {'id': '', 'name': 'Butterfree', 'url': 'https://pokemondb.net/pokedex/butterfree'}]",https://pokemondb.net//pokedex/caterpie
0008,Wartortle,1.0 m (3′03″),22.5 kg (49.6 lbs),Water,"[{'name': 'Torrent', 'url': 'https://pokemondb.net/ability/torrent'}, {'name': 'Rain Dish', 'url': 'https://pokemondb.net/ability/rain-dish'}]","[{'id': '', 'name': 'Squirtle', 'url': 'https://pokemondb.net/pokedex/squirtle'}, {'id': '', 'name': 'Wartortle', 'url': 'https://pokemondb.net/pokedex/wartortle'}, {'id': '', 'name': 'Blastoise', 'url': 'https://pokemondb.net/pokedex/blastoise'}]",https://pokemondb.net//pokedex/wartortle
0252,Treecko,0.5 m (1′08″),5.0 kg (11.0 lbs),Grass,"[{'name': 'Overgrow', 'url': 'https://pokemondb.net/ability/overgrow'}, {'name': 'Unburden', 'url': 'https://pokemondb.net/ability/unburden'}]","[{'id': '', 'name': 'Treecko', 'url': 'https://pokemondb.net/pokedex/treecko'}, {'id': '', 'name': 'Grovyle', 'url': 'https://pokemondb.net/pokedex/grovyle'}, {'id': '', 'name': 'Sceptile', 'url': 'https://pokemondb.net/pokedex/sceptile'}]",https://pokemondb.net//pokedex/treecko
0254,Sceptile,1.7 m (5′07″),52.2 kg (115.1 lbs),"Grass, Grass, Dragon","[{'name': 'Overgrow', 'url': 'https://pokemondb.net/ability/overgrow'}, {'name': 'Unburden', 'url': 'https://pokemondb.net/ability/unburden'}, {'name': 'Lightning Rod', 'url': 'https://pokemondb.net/ability/lightning-rod'}]","[{'id': '', 'name': 'Treecko', 'url': 'https://pokemondb.net/pokedex/treecko'}, {'id': '', 'name': 'Grovyle', 'url': 'https://pokemondb.net/pokedex/grovyle'}, {'id': '', 'name': 'Sceptile', 'url': 'https://pokemondb.net/pokedex/sceptile'}]",https://pokemondb.net//pokedex/sceptile
0253,Grovyle,0.9 m (2′11″),21.6 kg (47.6 lbs),Grass,"[{'name': 'Overgrow', 'url': 'https://pokemondb.net/ability/overgrow'}, {'name': 'Unburden', 'url': 'https://pokemondb.net/ability/unburden'}]","[{'id': '', 'name': 'Treecko', 'url': 'https://pokemondb.net/pokedex/treecko'}, {'id': '', 'name': 'Grovyle', 'url': 'https://pokemondb.net/pokedex/grovyle'}, {'id': '', 'name': 'Sceptile', 'url': 'https://pokemondb.net/pokedex/sceptile'}]",https://pokemondb.net//pokedex/grovyle
0276,Taillow,0.3 m (1′00″),2.3 kg (5.1 lbs),"Normal, Flying","[{'name': 'Guts', 'url': 'https://pokemondb.net/ability/guts'}, {'name': 'Scrappy', 'url': 'https://pokemondb.net/ability/scrappy'}]","[{'id': '', 'name': 'Taillow', 'url': 'https://pokemondb.net/pokedex/taillow'}, {'id': '', 'name': 'Swellow', 'url': 'https://pokemondb.net/pokedex/swellow'}]",https://pokemondb.net//pokedex/taillow
0328,Trapinch,0.7 m (2′04″),15.0 kg (33.1 lbs),Ground,"[{'name': 'Hyper Cutter', 'url': 'https://pokemondb.net/ability/hyper-cutter'}, {'name': 'Arena Trap', 'url': 'https://pokemondb.net/ability/arena-trap'}, {'name': 'Sheer Force', 'url': 'https://pokemondb.net/ability/sheer-force'}]","[{'id': '', 'name': 'Trapinch', 'url': 'https://pokemondb.net/pokedex/trapinch'}, {'id': '', 'name': 'Vibrava', 'url': 'https://pokemondb.net/pokedex/vibrava'}, {'id': '', 'name': 'Flygon', 'url': 'https://pokemondb.net/pokedex/flygon'}]",https://pokemondb.net//pokedex/trapinch
0327,Spinda,1.1 m (3′07″),5.0 kg (11.0 lbs),Normal,"[{'name': 'Own Tempo', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'name': 'Tangled Feet', 'url': 'https://pokemondb.net/ability/tangled-feet'}, {'name': 'Contrary', 'url': 'https://pokemondb.net/ability/contrary'}]",,https://pokemondb.net//pokedex/spinda
0353,Shuppet,0.6 m (2′00″),2.3 kg (5.1 lbs),"Ghost, Route 121, 123, Mt. Pyre","[{'name': 'Insomnia', 'url': 'https://pokemondb.net/ability/insomnia'}, {'name': 'Frisk', 'url': 'https://pokemondb.net/ability/frisk'}, {'name': 'Cursed Body', 'url': 'https://pokemondb.net/ability/cursed-body'}]","[{'id': '', 'name': 'Shuppet', 'url': 'https://pokemondb.net/pokedex/shuppet'}, {'id': '', 'name': 'Banette', 'url': 'https://pokemondb.net/pokedex/banette'}]",https://pokemondb.net//pokedex/shuppet
0378,Regice,1.8 m (5′11″),175.0 kg (385.8 lbs),Ice,"[{'name': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}, {'name': 'Ice Body', 'url': 'https://pokemondb.net/ability/ice-body'}]",,https://pokemondb.net//pokedex/regice
0377,Regirock,1.7 m (5′07″),230.0 kg (507.1 lbs),Rock,"[{'name': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}, {'name': 'Sturdy', 'url': 'https://pokemondb.net/ability/sturdy'}]",,https://pokemondb.net//pokedex/regirock
0376,Metagross,1.6 m (5′03″),550.0 kg (1212.5 lbs),"Steel, Psychic, Steel, Psychic","[{'name': 'Clear Body', 'url': 'https://pokemondb.net/ability/clear-body'}, {'name': 'Light Metal', 'url': 'https://pokemondb.net/ability/light-metal'}, {'name': 'Tough Claws', 'url': 'https://pokemondb.net/ability/tough-claws'}]","[{'id': '', 'name': 'Beldum', 'url': 'https://pokemondb.net/pokedex/beldum'}, {'id': '', 'name': 'Metang', 'url': 'https://pokemondb.net/pokedex/metang'}, {'id': '', 'name': 'Metagross', 'url': 'https://pokemondb.net/pokedex/metagross'}]",https://pokemondb.net//pokedex/metagross
0420,Cherubi,0.4 m (1′04″),3.3 kg (7.3 lbs),"Grass, National Park","[{'name': 'Chlorophyll', 'url': 'https://pokemondb.net/ability/chlorophyll'}]","[{'id': '', 'name': 'Cherubi', 'url': 'https://pokemondb.net/pokedex/cherubi'}, {'id': '', 'name': 'Cherrim', 'url': 'https://pokemondb.net/pokedex/cherrim'}]",https://pokemondb.net//pokedex/cherubi
0469,Yanmega,1.9 m (6′03″),51.5 kg (113.5 lbs),"Bug, Flying","[{'name': 'Speed Boost', 'url': 'https://pokemondb.net/ability/speed-boost'}, {'name': 'Tinted Lens', 'url': 'https://pokemondb.net/ability/tinted-lens'}, {'name': 'Frisk', 'url': 'https://pokemondb.net/ability/frisk'}]","[{'id': '', 'name': 'Yanma', 'url': 'https://pokemondb.net/pokedex/yanma'}, {'id': '', 'name': 'Yanmega', 'url': 'https://pokemondb.net/pokedex/yanmega'}]",https://pokemondb.net//pokedex/yanmega
0468,Togekiss,1.5 m (4′11″),38.0 kg (83.8 lbs),"Fairy, Flying","[{'name': 'Hustle', 'url': 'https://pokemondb.net/ability/hustle'}, {'name': 'Serene Grace', 'url': 'https://pokemondb.net/ability/serene-grace'}, {'name': 'Super Luck', 'url': 'https://pokemondb.net/ability/super-luck'}]","[{'id': '', 'name': 'Togepi', 'url': 'https://pokemondb.net/pokedex/togepi'}, {'id': '', 'name': 'Togetic', 'url': 'https://pokemondb.net/pokedex/togetic'}, {'id': '', 'name': 'Togekiss', 'url': 'https://pokemondb.net/pokedex/togekiss'}]",https://pokemondb.net//pokedex/togekiss
0467,Magmortar,1.6 m (5′03″),68.0 kg (149.9 lbs),Fire,"[{'name': 'Flame Body', 'url': 'https://pokemondb.net/ability/flame-body'}, {'name': 'Vital Spirit', 'url': 'https://pokemondb.net/ability/vital-spirit'}]","[{'id': '', 'name': 'Magby', 'url': 'https://pokemondb.net/pokedex/magby'}, {'id': '', 'name': 'Magmar', 'url': 'https://pokemondb.net/pokedex/magmar'}, {'id': '', 'name': 'Magmortar', 'url': 'https://pokemondb.net/pokedex/magmortar'}]",https://pokemondb.net//pokedex/magmortar
0466,Electivire,1.8 m (5′11″),138.6 kg (305.6 lbs),Electric,"[{'name': 'Motor Drive', 'url': 'https://pokemondb.net/ability/motor-drive'}, {'name': 'Vital Spirit', 'url': 'https://pokemondb.net/ability/vital-spirit'}]","[{'id': '', 'name': 'Elekid', 'url': 'https://pokemondb.net/pokedex/elekid'}, {'id': '', 'name': 'Electabuzz', 'url': 'https://pokemondb.net/pokedex/electabuzz'}, {'id': '', 'name': 'Electivire', 'url': 'https://pokemondb.net/pokedex/electivire'}]",https://pokemondb.net//pokedex/electivire
0465,Tangrowth,2.0 m (6′07″),128.6 kg (283.5 lbs),Grass,"[{'name': 'Chlorophyll', 'url': 'https://pokemondb.net/ability/chlorophyll'}, {'name': 'Leaf Guard', 'url': 'https://pokemondb.net/ability/leaf-guard'}, {'name': 'Regenerator', 'url': 'https://pokemondb.net/ability/regenerator'}]","[{'id': '', 'name': 'Tangela', 'url': 'https://pokemondb.net/pokedex/tangela'}, {'id': '', 'name': 'Tangrowth', 'url': 'https://pokemondb.net/pokedex/tangrowth'}]",https://pokemondb.net//pokedex/tangrowth
0464,Rhyperior,2.4 m (7′10″),282.8 kg (623.5 lbs),"Ground, Rock","[{'name': 'Lightning Rod', 'url': 'https://pokemondb.net/ability/lightning-rod'}, {'name': 'Solid Rock', 'url': 'https://pokemondb.net/ability/solid-rock'}, {'name': 'Reckless', 'url': 'https://pokemondb.net/ability/reckless'}]","[{'id': '', 'name': 'Rhyhorn', 'url': 'https://pokemondb.net/pokedex/rhyhorn'}, {'id': '', 'name': 'Rhydon', 'url': 'https://pokemondb.net/pokedex/rhydon'}, {'id': '', 'name': 'Rhyperior', 'url': 'https://pokemondb.net/pokedex/rhyperior'}]",https://pokemondb.net//pokedex/rhyperior
0463,Lickilicky,1.7 m (5′07″),140.0 kg (308.6 lbs),Normal,"[{'name': 'Own Tempo', 'url': 'https://pokemondb.net/ability/own-tempo'}, {'name': 'Oblivious', 'url': 'https://pokemondb.net/ability/oblivious'}, {'name': 'Cloud Nine', 'url': 'https://pokemondb.net/ability/cloud-nine'}]","[{'id': '', 'name': 'Lickitung', 'url': 'https://pokemondb.net/pokedex/lickitung'}, {'id': '', 'name': 'Lickilicky', 'url': 'https://pokemondb.net/pokedex/lickilicky'}]",https://pokemondb.net//pokedex/lickilicky
0445,Garchomp,1.9 m (6′03″),95.0 kg (209.4 lbs),"Dragon, Ground, Dragon, Ground","[{'name': 'Sand Veil', 'url': 'https://pokemondb.net/ability/sand-veil'}, {'name': 'Rough Skin', 'url': 'https://pokemondb.net/ability/rough-skin'}, {'name': 'Sand Force', 'url': 'https://pokemondb.net/ability/sand-force'}]","[{'id': '', 'name': 'Gible', 'url': 'https://pokemondb.net/pokedex/gible'}, {'id': '', 'name': 'Gabite', 'url': 'https://pokemondb.net/pokedex/gabite'}, {'id': '', 'name': 'Garchomp', 'url': 'https://pokemondb.net/pokedex/garchomp'}]",https://pokemondb.net//pokedex/garchomp
0485,Heatran,1.7 m (5′07″),430.0 kg (948.0 lbs),"Fire, Steel","[{'name': 'Flash Fire', 'url': 'https://pokemondb.net/ability/flash-fire'}, {'name': 'Flame Body', 'url': 'https://pokemondb.net/ability/flame-body'}]",,https://pokemondb.net//pokedex/heatran
0511,Pansage,0.6 m (2′00″),10.5 kg (23.1 lbs),"Grass, Lostlorn Forest, Pinwheel Forest","[{'name': 'Gluttony', 'url': 'https://pokemondb.net/ability/gluttony'}, {'name': 'Overgrow', 'url': 'https://pokemondb.net/ability/overgrow'}]","[{'id': '', 'name': 'Pansage', 'url': 'https://pokemondb.net/pokedex/pansage'}, {'id': '', 'name': 'Simisage', 'url': 'https://pokemondb.net/pokedex/simisage'}]",https://pokemondb.net//pokedex/pansage
0510,Liepard,1.1 m (3′07″),37.5 kg (82.7 lbs),"Dark, Route 2, 5, 9, 16, Dreamyard","[{'name': 'Limber', 'url': 'https://pokemondb.net/ability/limber'}, {'name': 'Unburden', 'url': 'https://pokemondb.net/ability/unburden'}, {'name': 'Prankster', 'url': 'https://pokemondb.net/ability/prankster'}]","[{'id': '', 'name': 'Purrloin', 'url': 'https://pokemondb.net/pokedex/purrloin'}, {'id': '', 'name': 'Liepard', 'url': 'https://pokemondb.net/pokedex/liepard'}]",https://pokemondb.net//pokedex/liepard
0509,Purrloin,0.4 m (1′04″),10.1 kg (22.3 lbs),"Dark, Route 3, 19, 20","[{'name': 'Limber', 'url': 'https://pokemondb.net/ability/limber'}, {'name': 'Unburden', 'url': 'https://pokemondb.net/ability/unburden'}, {'name': 'Prankster', 'url': 'https://pokemondb.net/ability/prankster'}]","[{'id': '', 'name': 'Purrloin', 'url': 'https://pokemondb.net/pokedex/purrloin'}, {'id': '', 'name': 'Liepard', 'url': 'https://pokemondb.net/pokedex/liepard'}]",https://pokemondb.net//pokedex/purrloin
0508,Stoutland,1.2 m (3′11″),61.0 kg (134.5 lbs),"Normal, Route 1, 2, 3, P2 Laboratory","[{'name': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}, {'name': 'Sand Rush', 'url': 'https://pokemondb.net/ability/sand-rush'}, {'name': 'Scrappy', 'url': 'https://pokemondb.net/ability/scrappy'}]","[{'id': '', 'name': 'Lillipup', 'url': 'https://pokemondb.net/pokedex/lillipup'}, {'id': '', 'name': 'Herdier', 'url': 'https://pokemondb.net/pokedex/herdier'}, {'id': '', 'name': 'Stoutland', 'url': 'https://pokemondb.net/pokedex/stoutland'}]",https://pokemondb.net//pokedex/stoutland
0507,Herdier,0.9 m (2′11″),14.7 kg (32.4 lbs),"Normal, Route 1, 2, 3, P2 Laboratory","[{'name': 'Intimidate', 'url': 'https://pokemondb.net/ability/intimidate'}, {'name': 'Sand Rush', 'url': 'https://pokemondb.net/ability/sand-rush'}, {'name': 'Scrappy', 'url': 'https://pokemondb.net/ability/scrappy'}]","[{'id': '', 'name': 'Lillipup', 'url': 'https://pokemondb.net/pokedex/lillipup'}, {'id': '', 'name': 'Herdier', 'url': 'https://pokemondb.net/pokedex/herdier'}, {'id': '', 'name': 'Stoutland', 'url': 'https://pokemondb.net/pokedex/stoutland'}]",https://pokemondb.net//pokedex/herdier
0506,Lillipup,0.4 m (1′04″),4.1 kg (9.0 lbs),"Normal, Floccesy Ranch","[{'name': 'Vital Spirit', 'url': 'https://pokemondb.net/ability/vital-spirit'}, {'name': 'Pickup', 'url': 'https://pokemondb.net/ability/pickup'}, {'name': 'Run Away', 'url': 'https://pokemondb.net/ability/run-away'}]","[{'id': '', 'name': 'Lillipup', 'url': 'https://pokemondb.net/pokedex/lillipup'}, {'id': '', 'name': 'Herdier', 'url': 'https://pokemondb.net/pokedex/herdier'}, {'id': '', 'name': 'Stoutland', 'url': 'https://pokemondb.net/pokedex/stoutland'}]",https://pokemondb.net//pokedex/lillipup
0505,Watchog,1.1 m (3′07″),27.0 kg (59.5 lbs),"Normal, Route 1, 2, 3, 7, 18, Dreamyard, P2 Laboratory","[{'name': 'Illuminate', 'url': 'https://pokemondb.net/ability/illuminate'}, {'name': 'Keen Eye', 'url': 'https://pokemondb.net/ability/keen-eye'}, {'name': 'Analytic', 'url': 'https://pokemondb.net/ability/analytic'}]","[{'id': '', 'name': 'Patrat', 'url': 'https://pokemondb.net/pokedex/patrat'}, {'id': '', 'name': 'Watchog', 'url': 'https://pokemondb.net/pokedex/watchog'}]",https://pokemondb.net//pokedex/watchog
0545,Scolipede,2.5 m (8′02″),200.5 kg (442.0 lbs),"Bug, Poison, Pinwheel Forest","[{'name': 'Poison Point', 'url': 'https://pokemondb.net/ability/poison-point'}, {'name': 'Swarm', 'url': 'https://pokemondb.net/ability/swarm'}, {'name': 'Speed Boost', 'url': 'https://pokemondb.net/ability/speed-boost'}]","[{'id': '', 'name': 'Venipede', 'url': 'https://pokemondb.net/pokedex/venipede'}, {'id': '', 'name': 'Whirlipede', 'url': 'https://pokemondb.net/pokedex/whirlipede'}, {'id': '', 'name': 'Scolipede', 'url': 'https://pokemondb.net/pokedex/scolipede'}]",https://pokemondb.net//pokedex/scolipede
0544,Whirlipede,1.2 m (3′11″),58.5 kg (129.0 lbs),"Bug, Poison, Lostlorn Forest, Pinwheel Forest","[{'name': 'Poison Point', 'url': 'https://pokemondb.net/ability/poison-point'}, {'name': 'Swarm', 'url': 'https://pokemondb.net/ability/swarm'}, {'name': 'Speed Boost', 'url': 'https://pokemondb.net/ability/speed-boost'}]","[{'id': '', 'name': 'Venipede', 'url': 'https://pokemondb.net/pokedex/venipede'}, {'id': '', 'name': 'Whirlipede', 'url': 'https://pokemondb.net/pokedex/whirlipede'}, {'id': '', 'name': 'Scolipede', 'url': 'https://pokemondb.net/pokedex/scolipede'}]",https://pokemondb.net//pokedex/whirlipede
0543,Venipede,0.4 m (1′04″),5.3 kg (11.7 lbs),"Bug, Poison, Route 20, Lostlorn Forest","[{'name': 'Poison Point', 'url': 'https://pokemondb.net/ability/poison-point'}, {'name': 'Swarm', 'url': 'https://pokemondb.net/ability/swarm'}, {'name': 'Speed Boost', 'url': 'https://pokemondb.net/ability/speed-boost'}]","[{'id': '', 'name': 'Venipede', 'url': 'https://pokemondb.net/pokedex/venipede'}, {'id': '', 'name': 'Whirlipede', 'url': 'https://pokemondb.net/pokedex/whirlipede'}, {'id': '', 'name': 'Scolipede', 'url': 'https://pokemondb.net/pokedex/scolipede'}]",https://pokemondb.net//pokedex/venipede
